full_name,repo_id,forked_from,parent_id,hf_parent_id,depth,hf_depth,is_hard_fork,url,counter,percent_with_unique_commits_message,percent_with_unique_commits_sha,num_of_unique_commits_with_message,num_of_unique_commits_with_sha,num_of_commits
QuailAutomation/openhab2-addons,34874414,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/QuailAutomation/openhab2-addons,29,0.01,0.01,4033,4105,4105
planbnet/openhab2-addons,35488765,31299445,30777963,NULL,2,NULL,0,https://api.github.com/repos/planbnet/openhab2-addons,1,0.33,0.33,2,2,1331
gnalbandian/openhab2-addons,36276984,31299445,30777963,NULL,2,NULL,0,https://api.github.com/repos/gnalbandian/openhab2-addons,5,1.00,1.00,0,0,1268
meju25/openhab2-addons,37155855,31299445,30777963,NULL,2,NULL,0,https://api.github.com/repos/meju25/openhab2-addons,33,0.18,0.16,148,179,1647
hakan42/openhab2-addons,37751059,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/hakan42/openhab2-addons,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,1
mccaffm/openhab2-addons,38769987,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/mccaffm/openhab2-addons,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,377
martinvw/openhab2-addons,39509135,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/martinvw/openhab2-addons,45,0.01,0.01,3724,3765,3765
JSurf/openhab2-addons,40482370,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/JSurf/openhab2-addons,0,0.00,0.00,2022,2059,2059
Jamstah/openhab2-addons,41461960,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/Jamstah/openhab2-addons,0,0.00,0.00,2263,2301,2301
MusalaSoft/openhab2-addons,41743704,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/MusalaSoft/openhab2-addons,130,0.10,0.10,1205,1239,1239
wborn/openhab2-addons,41841722,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/wborn/openhab2-addons,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,1
ghys/openhab2-addons,42807744,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/ghys/openhab2-addons,0,0.00,0.00,1716,1753,1753
mhilbush/openhab2-addons,42904527,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/mhilbush/openhab2-addons,0,0.00,0.00,3724,3765,3765
ibaton/openhab2-addons,43407973,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/ibaton/openhab2-addons,0,0.00,0.00,1467,1503,1503
jofleck/openhab2-addons,43643740,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/jofleck/openhab2-addons,0,0.00,0.00,1541,1589,1589
sjka/openhab2-addons,45117499,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/sjka/openhab2-addons,0,0.00,0.00,1256,1292,1292
pathec/openhab2-addons,45583206,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/pathec/openhab2-addons,1,0.00,0.00,2367,2406,2406
paulianttila/openhab2-addons,45952605,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/paulianttila/openhab2-addons,0,0.00,0.00,3576,3617,3617
Xento/openhab2-addons,45981282,39509135,30777963,NULL,2,NULL,0,https://api.github.com/repos/Xento/openhab2-addons,4,0.50,0.00,4,1238,3366
tholtgre/openhab2-addons,47534303,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/tholtgre/openhab2-addons,0,0.00,0.00,1278,1314,1314
TheNetStriker/openhab2-addons,48145753,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/TheNetStriker/openhab2-addons,2,0.00,0.00,3724,3765,3765
pfink/openhab2-addons,48387811,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/pfink/openhab2-addons,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,3765
gedejong/openhab2-addons,48478522,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/gedejong/openhab2-addons,4,0.00,0.00,3552,3593,3593
nils-developersinblue/openhab2-addons,48493492,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/nils-developersinblue/openhab2-addons,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,1
cvanorman/openhab2-addons,48500215,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/cvanorman/openhab2-addons,0,0.00,0.00,1448,1484,1484
Mr-Eskildsen/openhab2-addons,48558478,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/Mr-Eskildsen/openhab2-addons,1,0.00,0.00,2424,2463,2463
palkie/openhab2-addons,48676444,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/palkie/openhab2-addons,0,0.00,0.00,1441,1477,1477
johannrichard/openhab2-addons,48813325,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/johannrichard/openhab2-addons,0,0.00,0.00,2421,2461,2461
jsjames/openhab2-addons,49213034,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/jsjames/openhab2-addons,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,1
magx2/openhab2-addons,49451619,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/magx2/openhab2-addons,31,0.01,0.01,3724,3765,3765
gnlpfjh/openhab2-addons,50057563,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/gnlpfjh/openhab2-addons,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,1
BClark09/openhab2-addons,50245650,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/BClark09/openhab2-addons,0,0.00,0.00,1793,1830,1830
tratho/openhab2-addons,50616968,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/tratho/openhab2-addons,0,0.00,0.00,2122,2160,2160
AlexBullen/openhab2-addons,50736076,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/AlexBullen/openhab2-addons,0,0.00,0.00,1345,1381,1381
kubawolanin/openhab2-addons,50968357,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/kubawolanin/openhab2-addons,1,0.00,0.00,1453,1489,1489
g1velo/openhab2-addons,51394095,31299445,30777963,NULL,2,NULL,0,https://api.github.com/repos/g1velo/openhab2-addons,0,0.00,0.00,3,3,1382
andrewshilliday/openhab2-addons,51441209,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/andrewshilliday/openhab2-addons,0,0.00,0.00,1737,1774,1774
fharni/openhab2-addons,51682350,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/fharni/openhab2-addons,0,0.00,0.00,1572,1785,1785
J-N-K/openhab2-addons,52049018,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/J-N-K/openhab2-addons,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,1
astenlund74/openhab2-addons,52267067,30777963,30777963,52267067,1,0,1,https://api.github.com/repos/astenlund74/openhab2-addons,0,0.00,0.00,3039,3081,3081
hww3/openhab2-addons,52447016,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/hww3/openhab2-addons,0,0.00,0.00,3724,3765,3765
mherwege/openhab2-addons,52496333,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/mherwege/openhab2-addons,0,0.00,0.00,3680,3721,3721
SJoWie80/openhab2-addons,52582031,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/SJoWie80/openhab2-addons,0,0.00,0.00,1422,1463,1463
FutureCow/openhab2-addons,53644609,31299445,30777963,NULL,2,NULL,0,https://api.github.com/repos/FutureCow/openhab2-addons,29,0.16,0.14,150,181,1667
derabbink/openhab2-addons,53867208,30936224,30777963,NULL,2,NULL,0,https://api.github.com/repos/derabbink/openhab2-addons,30,0.97,0.97,1,1,1220
GeminiServer/openhab2-addons,53869906,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/GeminiServer/openhab2-addons,0,0.00,0.00,1442,1478,1478
carecon/openhab2-addons,54040014,30777963,30777963,54040014,1,0,1,https://api.github.com/repos/carecon/openhab2-addons,0,0.00,0.00,1777,1814,1814
reyem/openhab2-addons,54210397,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/reyem/openhab2-addons,2,0.00,0.00,3011,3052,3052
stundzig/openhab2-addons,54504787,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/stundzig/openhab2-addons,0,0.00,0.00,3724,3765,3765
CWeitkamp/openhab2-addons,54513839,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/CWeitkamp/openhab2-addons,0,0.00,0.00,3724,3765,3765
kwave/openhab2-addons,54583842,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/kwave/openhab2-addons,0,0.00,0.00,1478,2748,2748
dolic/openhab2-addons,54590427,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/dolic/openhab2-addons,0,0.00,0.00,1731,1770,1770
sebplorenz/openhab2-addons,54602861,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/sebplorenz/openhab2-addons,0,0.00,0.00,1461,1497,1497
sebmarchand/openhab2-addons,54696008,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/sebmarchand/openhab2-addons,0,0.00,0.00,2236,2308,2308
AndyXMB/openhab2-addons,54727424,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/AndyXMB/openhab2-addons,0,0.00,0.00,1835,1875,1875
marvkis/openhab2-addons,54763393,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/marvkis/openhab2-addons,0,0.00,0.00,2289,2327,2327
gersilex/openhab2-addons,54764368,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/gersilex/openhab2-addons,2,0.00,0.00,1468,1504,1504
syphr42/openhab2-addons,54903777,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/syphr42/openhab2-addons,0,0.00,0.00,2202,2240,2240
Markinus/openhab2-addons,55340045,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/Markinus/openhab2-addons,2,0.00,0.00,3724,3765,3765
falkena/openhab2-addons,55373936,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/falkena/openhab2-addons,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,1
mvolaart/openhab2-addons,55420722,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/mvolaart/openhab2-addons,0,0.00,0.00,2122,2160,2160
idserda/openhab2-addons,56202845,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/idserda/openhab2-addons,1,0.00,0.00,1514,1550,1550
aogorek/openhab2-addons,56395574,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/aogorek/openhab2-addons,1,0.00,0.00,2563,2604,2604
pinkfish/openhab2-addons,56520316,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/pinkfish/openhab2-addons,0,0.00,0.00,1760,1802,1802
FlorianSW/openhab2-addons,56604517,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/FlorianSW/openhab2-addons,41,0.01,0.01,3724,3765,3765
cHynInTeam/openhab2-addons,56708819,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/cHynInTeam/openhab2-addons,0,0.00,0.00,1549,1585,1585
mcguiresean/openhab2-addons,56804231,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/mcguiresean/openhab2-addons,0,0.00,0.00,1610,1646,1646
georgeerhan/openhab2-addons,57295931,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/georgeerhan/openhab2-addons,0,0.00,0.00,1559,1598,1598
jannegpriv/openhab2-addons,57516311,33043744,30777963,33043744,2,1,1,https://api.github.com/repos/jannegpriv/openhab2-addons,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,1
Ronson1909/openhab2-addons,58091372,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/Ronson1909/openhab2-addons,0,0.00,0.00,1984,2021,2021
Sbried/openhab2-addons,58271745,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/Sbried/openhab2-addons,0,0.00,0.00,2189,2227,2227
lawchris/openhab2-addons,58703180,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/lawchris/openhab2-addons,0,0.00,0.00,1640,1676,1676
dimalo/openhab2-addons,59174134,51541023,30777963,NULL,2,NULL,0,https://api.github.com/repos/dimalo/openhab2-addons,13,0.01,0.01,2321,2360,2360
chasebri68/openhab2-addons,59460333,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/chasebri68/openhab2-addons,1,1.00,1.00,0,0,1583
shawncrosby/openhab2-addons,59873931,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/shawncrosby/openhab2-addons,9,0.01,0.00,1780,1817,1817
holmes/openhab2-addons,60112042,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/holmes/openhab2-addons,2,0.00,0.00,2982,3023,3023
udo1toni/openhab2-addons,61193978,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/udo1toni/openhab2-addons,0,0.00,0.00,3724,3765,3765
m17design/openhab2-addons,61728158,54040014,30777963,54040014,2,1,1,https://api.github.com/repos/m17design/openhab2-addons,7,0.00,0.00,3724,3765,3765
ssalonen/openhab2-addons,62296563,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/ssalonen/openhab2-addons,58,0.03,0.03,2026,2063,2063
msteigenberger/openhab2-addons,62424300,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/msteigenberger/openhab2-addons,10,0.01,0.01,1669,1705,1705
maplesteve/openhab2-addons,64339390,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/maplesteve/openhab2-addons,5,0.00,0.00,1985,2022,2022
Nebula83/openhab2-addons,64866589,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/Nebula83/openhab2-addons,1,0.00,0.00,2088,2125,2125
boc-tothefuture/openhab2-addons,65784967,34874414,30777963,NULL,2,NULL,0,https://api.github.com/repos/boc-tothefuture/openhab2-addons,123,1.00,1.00,0,0,1733
Hilbrand/openhab2-addons,65878521,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/Hilbrand/openhab2-addons,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,1
hillmanr/openhab2-addons,66821846,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/hillmanr/openhab2-addons,0,0.00,0.00,3184,3225,3225
SeelabFhdo/openhab2-addons,66991906,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/SeelabFhdo/openhab2-addons,0,0.00,0.00,1748,1785,1785
octa22/openhab2-addons,69600272,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/octa22/openhab2-addons,27,0.01,0.01,3724,3765,3765
mimo74/openhab2-addons,70995399,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/mimo74/openhab2-addons,0,0.00,0.00,2799,2839,2839
zarusz/openhab2-addons,71437080,32311248,30777963,NULL,2,NULL,0,https://api.github.com/repos/zarusz/openhab2-addons,3,0.00,0.00,3724,3765,3765
skazi0/openhab2-addons,72423588,55373936,30777963,NULL,2,NULL,0,https://api.github.com/repos/skazi0/openhab2-addons,1,0.00,0.00,1781,1842,1842
alexreinert/openhab2-addons,72507940,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/alexreinert/openhab2-addons,1,0.00,0.00,2192,2230,2230
claell/openhab2-addons,72716471,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/claell/openhab2-addons,0,0.00,0.00,1104,1108,2516
guyou/openhab2-addons,72946769,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/guyou/openhab2-addons,32,0.01,0.01,2263,2301,2301
alexf2015/openhab2-addons,73390207,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/alexf2015/openhab2-addons,65,0.02,0.02,3724,3765,3765
pgfeller/openhab2-addons,73679955,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/pgfeller/openhab2-addons,1,0.00,0.00,2450,2490,2490
vs-sh/openhab2-addons,75737509,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/vs-sh/openhab2-addons,0,0.00,0.00,1994,2031,2031
3cky/openhab2-addons,75796464,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/3cky/openhab2-addons,9,0.00,0.00,1960,1997,1997
stasee/openhab2-addons,76165046,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/stasee/openhab2-addons,2,0.00,0.00,1967,2004,2004
ruebox/openhab2-addons,76722931,30777963,30777963,76722931,1,0,1,https://api.github.com/repos/ruebox/openhab2-addons,0,0.00,0.00,1276,1313,1313
Wire82/openhab2-addons,78043741,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/Wire82/openhab2-addons,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,1
Josar/openhab2-addons,78171350,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/Josar/openhab2-addons,30,0.01,0.01,2162,2204,2204
skuzniarz/openhab2-addons,78712965,49451619,30777963,NULL,2,NULL,0,https://api.github.com/repos/skuzniarz/openhab2-addons,4,0.02,0.02,190,221,2259
nikotanghe/openhab2-addons,78851399,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/nikotanghe/openhab2-addons,38,0.02,0.01,2494,2534,2534
bgilmer77/openhab2-addons,79334440,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/bgilmer77/openhab2-addons,43,0.02,0.02,2113,2151,2151
gitMiguel/openhab2-addons,79757650,62296563,30777963,NULL,2,NULL,0,https://api.github.com/repos/gitMiguel/openhab2-addons,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,1
HentschelT/openhab2-addons,80246833,34874414,30777963,NULL,2,NULL,0,https://api.github.com/repos/HentschelT/openhab2-addons,51,0.27,0.26,139,144,2923
arnehaber/openhab2-addons,81003979,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/arnehaber/openhab2-addons,0,0.00,0.00,2036,2073,2073
hillmanr/openhab2-addons-pollytts,82417053,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/hillmanr/openhab2-addons-pollytts,28,0.01,0.01,3184,3225,3225
pauxus/openhab2-addons,83552955,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/pauxus/openhab2-addons,2,0.00,0.00,2174,2212,2212
shaguarger/openhab2-addons,84232085,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/shaguarger/openhab2-addons,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,1908
AnthraxLeprosyPi/openhab2-addons,84348406,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/AnthraxLeprosyPi/openhab2-addons,6,0.00,0.00,2179,2217,2217
andrew-schofield/openhab2-addons,84482158,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/andrew-schofield/openhab2-addons,0,0.00,0.00,3823,3864,3864
db85/openhab2-addons,84771599,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/db85/openhab2-addons,2,0.00,0.00,3126,3167,3167
mgeramb/openhab2-addons,84791746,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/mgeramb/openhab2-addons,107,0.14,0.12,677,761,761
cribskip/openhab2-addons,85421167,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/cribskip/openhab2-addons,3,0.00,0.00,2744,2784,2784
Misiu/openhab2-addons,86344694,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/Misiu/openhab2-addons,4,0.00,0.00,3571,3612,3612
8devices/openhab2-addons,87178314,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/8devices/openhab2-addons,3,0.00,0.00,2179,2217,2217
mrbig/openhab2-addons,87613957,62296563,30777963,NULL,2,NULL,0,https://api.github.com/repos/mrbig/openhab2-addons,5,0.01,0.01,340,363,2063
smf666/openhab2-addons,88010072,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/smf666/openhab2-addons,3,0.00,0.00,2311,2350,2350
divyachauhan25/openhab2-addons,88124762,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/divyachauhan25/openhab2-addons,16,0.00,0.00,3724,3765,3765
9037568/openhab2-addons,91256501,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/9037568/openhab2-addons,15,0.00,0.00,3724,3765,3765
cubistico/openhab2-addons,91562737,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/cubistico/openhab2-addons,14,0.00,0.00,2991,3032,3032
themillhousegroup/openhab2-addons,92606318,30777963,30777963,92606318,1,0,1,https://api.github.com/repos/themillhousegroup/openhab2-addons,0,0.00,0.00,3816,3861,3861
tomdc01/openhab2-addons,94571896,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/tomdc01/openhab2-addons,4,0.00,0.00,2345,2384,2384
j-mutter/openhab2-addons,95011340,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/j-mutter/openhab2-addons,1,0.00,0.00,2367,2406,2406
hypetsch/openhab2-addons,101959579,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/hypetsch/openhab2-addons,6,0.00,0.00,3724,3765,3765
gbicskei/openhab2-addons,103381488,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/gbicskei/openhab2-addons,54,0.01,0.01,3724,3765,3765
asvilabs/openhab2-addons,105638290,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/asvilabs/openhab2-addons,0,0.00,0.00,2588,2631,2631
vctender/openhab2-addons,107282033,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/vctender/openhab2-addons,0,0.00,0.00,3724,3765,3765
l1t7l3ph0o7/openhab2-addons,107600174,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/l1t7l3ph0o7/openhab2-addons,10,0.00,0.00,2577,2617,2617
skatun/openhab2-addons,108031184,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/skatun/openhab2-addons,3,0.00,0.00,2578,2618,2618
dizzy2/openhab2-addons,108518196,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/dizzy2/openhab2-addons,0,0.00,0.00,2783,2823,2823
mvalla/openhab2-addons,110034329,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/mvalla/openhab2-addons,0,0.00,0.00,3744,3800,3800
MickUrsell/openhab2-addons,110352970,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/MickUrsell/openhab2-addons,6,0.00,0.00,2627,2667,2667
dominikkv/openhab2-addons,112221296,57317138,30777963,NULL,2,NULL,0,https://api.github.com/repos/dominikkv/openhab2-addons,0,0.00,0.00,3724,3765,3765
theater/openhab2-addons,112675270,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/theater/openhab2-addons,8,0.00,0.00,3724,3765,3765
arjanmels/openhab2-addons,114648470,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/arjanmels/openhab2-addons,27,0.01,0.01,3724,3765,3765
JMacIV/openhab2-addons,116348989,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/JMacIV/openhab2-addons,0,0.00,0.00,3724,3765,3765
pmknowles/openhab2-addons,117975300,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/pmknowles/openhab2-addons,2,0.00,0.00,2821,2861,2861
JohnBeton22/openhab2-addons,118295384,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/JohnBeton22/openhab2-addons,0,0.00,0.00,3724,3765,3765
FreddyFox/openhab2-addons,118769183,92606318,30777963,92606318,2,1,1,https://api.github.com/repos/FreddyFox/openhab2-addons,6,1.00,1.00,0,0,2693
yphyph01/openhab2-addons,118974345,84180598,30777963,NULL,2,NULL,0,https://api.github.com/repos/yphyph01/openhab2-addons,30,1.00,1.00,0,0,2951
markus2810/openhab2-addons,119367581,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/markus2810/openhab2-addons,0,0.00,0.00,2854,2894,2894
mc9662/openhab2-addons,120183918,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/mc9662/openhab2-addons,1,0.00,0.00,2889,2929,2929
mfk-01/openhab2-addons,120304263,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/mfk-01/openhab2-addons,6,0.00,0.00,2911,2953,2953
openhab-5iver/openhab2-addons,120429434,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/openhab-5iver/openhab2-addons,0,0.00,0.00,2899,2940,2940
timcharper/openhab2-addons,121083253,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/timcharper/openhab2-addons,3,0.00,0.00,2914,2955,2955
yozik04/openhab2-addons,121573704,73390207,30777963,NULL,2,NULL,0,https://api.github.com/repos/yozik04/openhab2-addons,17,0.00,0.00,3724,3765,3765
lubosz/openhab2-addons,121615362,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/lubosz/openhab2-addons,2,0.00,0.00,2929,2970,2970
philipparndt/openhab2-addons,122034787,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/philipparndt/openhab2-addons,10,0.00,0.00,3134,3184,3184
freak3dot/openhab2-addons,122474662,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/freak3dot/openhab2-addons,0,0.00,0.00,2969,3010,3010
thewilli/openhab2-addons,122857375,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/thewilli/openhab2-addons,1,0.00,0.00,2974,3015,3015
raepple/openhab2-addons,123244578,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/raepple/openhab2-addons,0,0.00,0.00,3724,3765,3765
kpanchen/openhab2-addons,123591338,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/kpanchen/openhab2-addons,8,0.00,0.00,3010,3051,3051
VibroAxe/openhab2-evohome,123945746,64866589,30777963,NULL,2,NULL,0,https://api.github.com/repos/VibroAxe/openhab2-evohome,0,0.00,0.00,1636,1640,3765
noahajac/openhab2-addons,124107165,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/noahajac/openhab2-addons,29,0.01,0.01,2993,3034,3034
pavax/openhab2-addons,124208078,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/pavax/openhab2-addons,6,0.00,0.00,3289,3330,3330
ccutrer/openhab2-addons,124368990,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/ccutrer/openhab2-addons,0,0.00,0.00,3110,3151,3151
130s/openhab2-addons,125018408,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/130s/openhab2-addons,1,0.00,0.00,3130,3171,3171
Dirk68/openhab2-addons,125745801,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/Dirk68/openhab2-addons,3,0.00,0.00,3194,3235,3235
mmattan/openhab2-addons,127734500,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/mmattan/openhab2-addons,12,0.00,0.00,3260,3301,3301
dogmaphobic/openhab2-addons,127912741,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/dogmaphobic/openhab2-addons,5,0.00,0.00,3280,3321,3321
mattelacchiato/openhab2-addons,127950228,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/mattelacchiato/openhab2-addons,1,0.00,0.00,3276,3317,3317
mwiesen/openhab2-addons,128921111,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/mwiesen/openhab2-addons,3,0.00,0.00,3296,3337,3337
rshrubb/openhab2-addons,129091723,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/rshrubb/openhab2-addons,1,0.00,0.00,3305,3346,3346
samsp99/openhab2-addons,130796308,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/samsp99/openhab2-addons,0,0.00,0.00,3706,3747,3747
tiptick/openhab2-addons,131116740,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/tiptick/openhab2-addons,13,0.00,0.00,3724,3765,3765
